title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,year,month,day,hour,day_of_week,quarter,magnitude_from_title,city,location_country,magnitude_category,depth_category,seismic_energy,alert_level,distance_from_equator,time_of_day,season,magnitude_depth_ratio,is_coastal
"M 7.4 - 33 km S of Champerico, Guatemala",7.4,2012-11-07 16:35:00,8,7,yellow,0,1455,us,751,0.0,25.5,mww,24.0,13.988,-91.895,"Champerico, Guatemala",Unknown,Guatemala,2012,11,7,16,2,4,7.4,Champerico,Guatemala,Severe,Very Shallow,7943282347242854.0,yellow,13.988,Afternoon,Fall,0.30833333333333335,True
"M 7.8 - 206 km SW of Prince Rupert, Canada",7.8,2012-10-28 03:04:00,8,7,unknown,0,1726,us,807,0.0,42.7,mww,14.0,52.788,-132.101,"Prince Rupert, Canada",North America,Canada,2012,10,28,3,6,4,7.8,Prince Rupert,Canada,Catastrophic,Very Shallow,3.162277660168379e+16,unknown,52.788,Night,Fall,0.5571428571428572,True
M 6.5 - Costa Rica,6.5,2012-10-24 00:45:00,6,6,unknown,0,745,us,691,0.0,34.4,mww,17.0,10.086,-85.298,Costa Rica,Unknown,Costa Rica,2012,10,24,0,2,4,6.5,Costa Rica,,Major,Very Shallow,354813389233576.06,unknown,10.086,Night,Fall,0.38235294117647056,True
"M 6.6 - 163 km ENE of Tual, Indonesia",6.6,2012-10-12 00:31:00,3,5,unknown,0,675,us,291,0.0,17.7,mww,13.0,-4.892,134.03,"Tual, Indonesia",Unknown,Indonesia,2012,10,12,0,4,4,6.6,Tual,Indonesia,Great,Very Shallow,501187233627271.44,unknown,4.892,Night,Fall,0.5076923076923077,True
"M 7.3 - 11 km WNW of San Agustín, Colombia",7.3,2012-09-30 16:31:00,7,6,unknown,0,1221,us,934,0.0,15.5,mww,170.0,1.929,-76.362,"San Agustín, Colombia",South America,Colombia,2012,9,30,16,6,3,7.3,San Agustín,Colombia,Severe,Intermediate,5623413251903491.0,unknown,1.929,Afternoon,Summer,0.04294117647058823,False
"M 7.6 - 11 km ENE of Hojancha, Costa Rica",7.6,2012-09-05 14:42:00,8,7,unknown,0,1555,us,703,0.0,34.3,mww,35.0,10.085,-85.315,"Hojancha, Costa Rica",Unknown,Costa Rica,2012,9,5,14,2,3,7.6,Hojancha,Costa Rica,Catastrophic,Very Shallow,1.5848931924611108e+16,unknown,10.085,Afternoon,Summer,0.21714285714285714,True
"M 7.6 - 89 km E of Sulangan, Philippines",7.6,2012-08-31 12:47:00,8,5,unknown,0,1115,us,682,0.0,10.2,mww,28.0,10.811,126.638,"Sulangan, Philippines",Unknown,Philippines,2012,8,31,12,4,3,7.6,Sulangan,Philippines,Catastrophic,Very Shallow,1.5848931924611108e+16,unknown,10.811,Morning,Summer,0.2714285714285714,True
"M 7.3 - 126 km S of Puerto El Triunfo, El Salvador",7.3,2012-08-27 04:37:00,5,5,unknown,0,994,us,417,0.0,37.0,mww,28.0,12.139,-88.59,"Puerto El Triunfo, El Salvador",Unknown,El Salvador,2012,8,27,4,0,3,7.3,Puerto El Triunfo,El Salvador,Severe,Very Shallow,5623413251903491.0,unknown,12.139,Night,Summer,0.26071428571428573,True
"M 6.6 - 140 km WNW of Tobelo, Indonesia",6.6,2012-08-26 15:05:00,4,5,unknown,0,678,us,497,0.0,14.6,mww,91.1,2.19,126.837,"Tobelo, Indonesia",Unknown,Indonesia,2012,8,26,15,6,3,6.6,Tobelo,Indonesia,Great,Shallow,501187233627271.44,unknown,2.19,Afternoon,Summer,0.07244785949506037,False
"M 7.7 - 156 km ENE of Poronaysk, Russia",7.7,2012-08-14 02:59:00,7,4,unknown,0,941,us,862,0.0,13.8,mww,583.2,49.8,145.064,"Poronaysk, Russia",Unknown,Russia,2012,8,14,2,1,3,7.7,Poronaysk,Russia,Catastrophic,Very Deep,2.2387211385683468e+16,unknown,49.8,Night,Summer,0.013203017832647462,False
"M 6.5 - 105 km ESE of Kokopo, Papua New Guinea",6.5,2012-07-28 20:03:00,5,6,unknown,0,653,us,576,0.0,11.7,mww,41.0,-4.651,153.173,"Kokopo, Papua New Guinea",Unknown,Papua New Guinea,2012,7,28,20,5,3,6.5,Kokopo,Papua New Guinea,Major,Very Shallow,354813389233576.06,unknown,4.651,Evening,Summer,0.15853658536585366,True
"M 6.6 - 76 km W of Neiafu, Tonga",6.6,2012-04-28 10:08:00,4,5,unknown,0,675,us,529,0.0,15.7,mww,134.7,-18.685,-174.705,"Neiafu, Tonga",Unknown,Tonga,2012,4,28,10,5,2,6.6,Neiafu,Tonga,Great,Shallow,501187233627271.44,unknown,18.685,Morning,Spring,0.0489977728285078,False
"M 6.7 - 86 km SSE of Manokwari, Indonesia",6.7,2012-04-21 01:16:00,0,7,unknown,0,691,us,370,0.0,15.4,mww,16.0,-1.617,134.276,"Manokwari, Indonesia",Unknown,Indonesia,2012,4,21,1,5,2,6.7,Manokwari,Indonesia,Great,Very Shallow,707945784384140.2,unknown,1.617,Night,Spring,0.41875,True
"M 6.8 - 140 km N of Lae, Papua New Guinea",6.8,2012-04-17 07:13:00,6,5,unknown,0,732,us,597,0.0,12.6,mww,198.0,-5.462,147.117,"Lae, Papua New Guinea",Unknown,Papua New Guinea,2012,4,17,7,1,2,6.8,Lae,Papua New Guinea,Great,Intermediate,1000000000000000.0,unknown,5.462,Morning,Spring,0.03434343434343434,False
"M 6.7 - 22 km NW of Hacienda La Calera, Chile",6.7,2012-04-17 03:50:00,0,7,unknown,0,691,us,518,0.0,26.9,mww,29.0,-32.625,-71.365,"Hacienda La Calera, Chile",South America,Chile,2012,4,17,3,1,2,6.7,Hacienda La Calera,Chile,Great,Very Shallow,707945784384140.2,unknown,32.625,Night,Spring,0.2310344827586207,True
"M 7.0 - 69 km ENE of San Luis, Mexico",7.0,2012-04-12 07:15:00,7,7,unknown,0,1000,us,474,0.0,95.9,mww,13.0,28.696,-113.104,"San Luis, Mexico",North America,Mexico,2012,4,12,7,3,2,7.0,San Luis,Mexico,Great,Very Shallow,1995262314968882.8,unknown,28.696,Morning,Spring,0.5384615384615384,True
"M 6.5 - 41 km NW of El Habillal, Mexico",6.5,2012-04-11 22:55:00,7,6,unknown,0,1171,us,599,0.0,54.1,mwb,20.0,18.229,-102.689,"El Habillal, Mexico",North America,Mexico,2012,4,11,22,2,2,6.5,El Habillal,Mexico,Major,Very Shallow,354813389233576.06,unknown,18.229,Evening,Spring,0.325,True
M 8.2 - off the west coast of northern Sumatra,8.2,2012-04-11 10:43:00,9,6,green,0,1213,us,341,0.0,14.9,mwc,25.1,0.802,92.463,off the west coast of northern Sumatra,Unknown,Unknown,2012,4,11,10,2,2,8.2,off the west coast of northern Sumatra,,Mega,Very Shallow,1.258925411794161e+17,green,0.802,Morning,Spring,0.3266932270916334,True
M 8.6 - off the west coast of northern Sumatra,8.6,2012-04-11 08:38:00,9,7,yellow,0,2048,official,499,0.0,16.6,mw,20.0,2.327,93.063,off the west coast of northern Sumatra,Unknown,Unknown,2012,4,11,8,2,2,8.6,off the west coast of northern Sumatra,,Mega,Very Shallow,5.011872336272715e+17,yellow,2.327,Morning,Spring,0.43,True
"M 7.1 - 23 km NE of Constitución, Chile",7.1,2012-03-25 22:37:00,7,7,unknown,0,1496,us,553,0.0,15.2,mww,40.7,-35.2,-72.217,"Constitución, Chile",South America,Chile,2012,3,25,22,6,1,7.1,Constitución,Chile,Severe,Very Shallow,2818382931264449.0,unknown,35.2,Evening,Winter,0.17444717444717442,True
"M 6.6 - 11 km ENE of Kainantu, Papua New Guinea",6.6,2012-03-21 22:15:00,6,6,unknown,0,709,us,640,0.0,10.1,mww,118.0,-6.242,145.955,"Kainantu, Papua New Guinea",Unknown,Papua New Guinea,2012,3,21,22,2,1,6.6,Kainantu,Papua New Guinea,Great,Shallow,501187233627271.44,unknown,6.242,Evening,Winter,0.05593220338983051,False
"M 7.4 - 6 km E of Santiago Llano Grande, Mexico",7.4,2012-03-20 18:02:00,9,8,unknown,0,1752,us,672,0.0,37.9,mww,20.0,16.493,-98.231,"Santiago Llano Grande, Mexico",North America,Mexico,2012,3,20,18,1,1,7.4,Santiago Llano Grande,Mexico,Severe,Very Shallow,7943282347242854.0,unknown,16.493,Afternoon,Winter,0.37,True
"M 6.7 - 38 km NE of Saryg-Sep, Russia",6.7,2012-02-26 06:17:00,7,7,unknown,0,833,us,596,0.0,13.4,mww,12.0,51.708,95.991,"Saryg-Sep, Russia",Asia,Russia,2012,2,26,6,6,1,6.7,Saryg-Sep,Russia,Great,Very Shallow,707945784384140.2,unknown,51.708,Night,Winter,0.5583333333333333,True
"M 6.7 - 2 km NNE of Jimalalud, Philippines",6.7,2012-02-06 03:49:00,9,7,unknown,0,1551,us,572,0.0,11.1,mww,11.0,9.999,123.206,"Jimalalud, Philippines",Unknown,Philippines,2012,2,6,3,0,1,6.7,Jimalalud,Philippines,Great,Very Shallow,707945784384140.2,unknown,9.999,Night,Winter,0.6090909090909091,True
"M 7.1 - 125 km W of Port-Vila, Vanuatu",7.1,2012-02-02 13:34:00,5,5,unknown,0,793,us,573,0.0,12.0,mww,23.0,-17.827,167.133,"Port-Vila, Vanuatu",Unknown,Vanuatu,2012,2,2,13,3,1,7.1,Port-Vila,Vanuatu,Severe,Very Shallow,2818382931264449.0,unknown,17.827,Afternoon,Winter,0.30869565217391304,True
M 7.2 - off the west coast of northern Sumatra,7.2,2012-01-10 18:36:00,4,4,unknown,0,838,us,443,0.0,17.0,mww,19.0,2.433,93.21,off the west coast of northern Sumatra,Unknown,Unknown,2012,1,10,18,1,1,7.2,off the west coast of northern Sumatra,,Severe,Very Shallow,3981071705534985.5,unknown,2.433,Afternoon,Winter,0.37894736842105264,True
"M 6.6 - 45 km NNE of Saryg-Sep, Russia",6.6,2011-12-27 15:21:00,0,7,unknown,0,670,us,545,0.0,17.6,mww,15.0,51.842,95.911,"Saryg-Sep, Russia",Asia,Russia,2011,12,27,15,1,4,6.6,Saryg-Sep,Russia,Great,Very Shallow,501187233627271.44,unknown,51.842,Afternoon,Fall,0.44,True
"M 7.1 - 25 km SSE of Wau, Papua New Guinea",7.1,2011-12-14 05:04:00,6,6,unknown,0,834,us,485,0.0,10.6,mww,135.0,-7.551,146.809,"Wau, Papua New Guinea",Unknown,Papua New Guinea,2011,12,14,5,2,4,7.1,Wau,Papua New Guinea,Severe,Shallow,2818382931264449.0,unknown,7.551,Night,Fall,0.05259259259259259,False
"M 6.5 - 6 km SSW of Nuevo Balsas, Mexico",6.5,2011-12-11 01:47:00,8,7,unknown,0,1400,us,578,0.0,38.6,mww,59.0,17.986,-99.789,"Nuevo Balsas, Mexico",North America,Mexico,2011,12,11,1,6,4,6.5,Nuevo Balsas,Mexico,Major,Very Shallow,354813389233576.06,unknown,17.986,Night,Fall,0.11016949152542373,False
"M 6.9 - 39 km SW of Santiago, Peru",6.9,2011-10-28 18:54:00,6,7,unknown,0,847,us,474,0.0,46.5,mww,24.0,-14.438,-75.966,"Santiago, Peru",South America,Peru,2011,10,28,18,4,4,6.9,Santiago,Peru,Great,Very Shallow,1412537544622761.2,unknown,14.438,Afternoon,Fall,0.28750000000000003,True
"M 7.1 - 27 km NNE of Van, Turkey",7.1,2011-10-23 10:41:00,9,9,unknown,0,1096,us,693,0.0,19.7,mww,18.0,38.721,43.508,"Van, Turkey",Asia,Turkey,2011,10,23,10,6,4,7.1,Van,Turkey,Severe,Very Shallow,2818382931264449.0,unknown,38.721,Morning,Fall,0.39444444444444443,True
"M 6.5 - 4 km ESE of Finschhafen, Papua New Guinea",6.5,2011-10-14 03:35:00,3,6,unknown,0,655,us,423,0.0,12.6,mww,37.0,-6.57,147.881,"Finschhafen, Papua New Guinea",Unknown,Papua New Guinea,2011,10,14,3,4,4,6.5,Finschhafen,Papua New Guinea,Major,Very Shallow,354813389233576.06,unknown,6.57,Night,Fall,0.17567567567567569,True
"M 6.9 - 43 km NW of Mangan, India",6.9,2011-09-18 12:40:00,8,8,unknown,0,1562,us,383,0.0,13.0,mww,50.0,27.73,88.155,"Mangan, India",Asia,India,2011,9,18,12,6,3,6.9,Mangan,India,Great,Very Shallow,1412537544622761.2,unknown,27.73,Morning,Summer,0.138,False
"M 6.7 - 99 km NE of Miyako, Japan",6.7,2011-09-16 19:26:00,5,5,unknown,0,712,us,667,0.0,10.9,mwc,30.0,40.273,142.779,"Miyako, Japan",Unknown,Japan,2011,9,16,19,4,3,6.7,Miyako,Japan,Great,Very Shallow,707945784384140.2,unknown,40.273,Evening,Summer,0.22333333333333333,True
"M 6.7 - 68 km WSW of Kabanjahe, Indonesia",6.7,2011-09-05 17:55:00,5,6,unknown,0,915,us,447,0.0,15.3,mww,91.0,2.965,97.893,"Kabanjahe, Indonesia",Unknown,Indonesia,2011,9,5,17,0,3,6.7,Kabanjahe,Indonesia,Great,Shallow,707945784384140.2,unknown,2.965,Afternoon,Summer,0.07362637362637363,False
"M 7.0 - 133 km SSE of Isangel, Vanuatu",7.0,2011-09-03 22:55:00,7,5,unknown,0,761,us,406,0.0,15.3,mww,185.1,-20.671,169.716,"Isangel, Vanuatu",Unknown,Vanuatu,2011,9,3,22,5,3,7.0,Isangel,Vanuatu,Great,Intermediate,1995262314968882.8,unknown,20.671,Evening,Summer,0.037817396002161,False
"M 7.0 - 64 km ESE of Contamana, Peru",7.0,2011-08-24 17:46:00,6,6,unknown,0,913,us,471,0.0,26.9,mww,147.0,-7.641,-74.525,"Contamana, Peru",South America,Peru,2011,8,24,17,2,3,7.0,Contamana,Peru,Great,Shallow,1995262314968882.8,unknown,7.641,Afternoon,Summer,0.047619047619047616,False
"M 7.1 - 64 km S of Port-Vila, Vanuatu",7.1,2011-08-20 18:19:00,5,6,unknown,0,787,us,564,0.0,12.3,mww,28.0,-18.311,168.218,"Port-Vila, Vanuatu",Unknown,Vanuatu,2011,8,20,18,5,3,7.1,Port-Vila,Vanuatu,Severe,Very Shallow,2818382931264449.0,unknown,18.311,Afternoon,Summer,0.25357142857142856,True
"M 6.5 - 65 km SSW of Port-Vila, Vanuatu",6.5,2011-08-20 17:13:00,0,5,unknown,0,650,us,322,0.0,15.0,mwc,35.0,-18.308,168.156,"Port-Vila, Vanuatu",Unknown,Vanuatu,2011,8,20,17,5,3,6.5,Port-Vila,Vanuatu,Major,Very Shallow,354813389233576.06,unknown,18.308,Afternoon,Summer,0.18571428571428572,True
"M 7.2 - 71 km SSW of Port-Vila, Vanuatu",7.2,2011-08-20 16:55:00,8,6,unknown,0,813,us,280,0.0,18.4,mww,32.0,-18.365,168.143,"Port-Vila, Vanuatu",Unknown,Vanuatu,2011,8,20,16,5,3,7.2,Port-Vila,Vanuatu,Severe,Very Shallow,3981071705534985.5,unknown,18.365,Afternoon,Summer,0.225,True
"M 6.6 - 103 km NE of Angoram, Papua New Guinea",6.6,2011-07-31 23:38:00,3,6,unknown,0,674,us,229,0.0,16.6,mww,10.0,-3.518,144.828,"Angoram, Papua New Guinea",Unknown,Papua New Guinea,2011,7,31,23,6,3,6.6,Angoram,Papua New Guinea,Great,Very Shallow,501187233627271.44,unknown,3.518,Evening,Summer,0.6599999999999999,True
M 7.6 - Kermadec Islands region,7.6,2011-07-06 19:03:00,3,7,unknown,0,893,us,567,0.0,33.5,mww,17.0,-29.539,-176.34,Kermadec Islands region,Unknown,Unknown,2011,7,6,19,2,3,7.6,Kermadec Islands region,,Catastrophic,Very Shallow,1.5848931924611108e+16,unknown,29.539,Evening,Summer,0.44705882352941173,True
"M 6.7 - 41 km NNE of Miyako, Japan",6.7,2011-06-22 21:50:00,6,6,unknown,0,749,us,592,0.0,24.9,mww,33.0,39.955,142.205,"Miyako, Japan",Asia,Japan,2011,6,22,21,2,2,6.7,Miyako,Japan,Great,Very Shallow,707945784384140.2,unknown,39.955,Evening,Spring,0.20303030303030303,True
"M 6.8 - 124 km NE of Wé, New Caledonia",6.8,2011-05-10 08:55:00,4,5,unknown,0,734,us,519,0.0,12.5,mww,11.0,-20.244,168.226,"Wé, New Caledonia",Unknown,New Caledonia,2011,5,10,8,1,2,6.8,Wé,New Caledonia,Great,Very Shallow,1000000000000000.0,unknown,20.244,Morning,Spring,0.6181818181818182,True
"M 6.8 - 79 km W of Kirakira, Solomon Islands",6.8,2011-04-23 04:16:00,5,6,unknown,0,719,us,445,0.0,13.0,mww,79.0,-10.375,161.2,"Kirakira, Solomon Islands",Unknown,Solomon Islands,2011,4,23,4,5,2,6.8,Kirakira,Solomon Islands,Great,Shallow,1000000000000000.0,unknown,10.375,Night,Spring,0.08607594936708861,False
"M 6.6 - 17 km SSW of Ishikawa, Japan",6.6,2011-04-11 08:16:00,7,7,unknown,0,822,us,586,0.0,10.1,mww,11.0,37.001,140.401,"Ishikawa, Japan",Asia,Japan,2011,4,11,8,0,2,6.6,Ishikawa,Japan,Great,Very Shallow,501187233627271.44,unknown,37.001,Morning,Spring,0.6,True
"M 7.1 - 29 km ESE of Ishinomaki, Japan",7.1,2011-04-07 14:32:00,8,8,unknown,0,1114,us,446,0.0,17.7,mww,42.0,38.276,141.588,"Ishinomaki, Japan",Asia,Japan,2011,4,7,14,3,2,7.1,Ishinomaki,Japan,Severe,Very Shallow,2818382931264449.0,unknown,38.276,Afternoon,Spring,0.16904761904761903,True
"M 6.6 - 7 km SW of Helio García Alfaro, Mexico",6.6,2011-04-07 13:11:00,7,6,unknown,0,897,us,518,0.0,37.2,mww,166.2,17.208,-94.338,"Helio García Alfaro, Mexico",Unknown,Mexico,2011,4,7,13,3,2,6.6,Helio García Alfaro,Mexico,Great,Intermediate,501187233627271.44,unknown,17.208,Afternoon,Spring,0.039711191335740074,False
"M 6.9 - 27 km NNW of Tachilek, Myanmar",6.9,2011-03-24 13:55:00,7,9,unknown,0,1154,us,335,0.0,18.2,mww,8.0,20.687,99.822,"Tachilek, Myanmar",Asia,Myanmar,2011,3,24,13,3,1,6.9,Tachilek,Myanmar,Great,Very Shallow,1412537544622761.2,unknown,20.687,Afternoon,Winter,0.8625,True
"M 6.6 - 50 km ESE of ?tsuchi, Japan",6.6,2011-03-11 11:36:00,6,5,unknown,0,673,us,668,0.0,9.5,ms,25.7,39.241,142.463,"?tsuchi, Japan",Unknown,Japan,2011,3,11,11,4,1,6.6,?tsuchi,Japan,Great,Very Shallow,501187233627271.44,unknown,39.241,Morning,Winter,0.25680933852140075,True
"M 6.5 - 81 km NE of Hasaki, Japan",6.5,2011-03-11 08:19:00,0,4,unknown,0,650,us,369,0.0,18.7,mb,6.8,36.166,141.562,"Hasaki, Japan",Unknown,Japan,2011,3,11,8,4,1,6.5,Hasaki,Japan,Major,Very Shallow,354813389233576.06,unknown,36.166,Morning,Winter,0.9558823529411765,True
"M 7.7 - 272 km ESE of Kamaishi, Japan",7.7,2011-03-11 06:25:00,7,4,unknown,0,931,us,507,0.0,10.8,mwc,18.6,38.058,144.59,"Kamaishi, Japan",Unknown,Japan,2011,3,11,6,4,1,7.7,Kamaishi,Japan,Catastrophic,Very Shallow,2.2387211385683468e+16,unknown,38.058,Night,Winter,0.4139784946236559,True
"M 7.9 - 47 km E of ?arai, Japan",7.9,2011-03-11 06:15:00,8,7,unknown,0,1140,us,163,0.0,48.4,mwc,42.6,36.281,141.111,"?arai, Japan",Unknown,Japan,2011,3,11,6,4,1,7.9,?arai,Japan,Catastrophic,Very Shallow,4.466835921509653e+16,unknown,36.281,Night,Winter,0.18544600938967137,True
"M 9.1 - 2011 Great Tohoku Earthquake, Japan",9.1,2011-03-11 05:46:00,9,8,unknown,0,2184,official,541,0.0,9.5,mww,29.0,38.297,142.373,"2011 Great Tohoku Earthquake, Japan",Unknown,Japan,2011,3,11,5,4,1,9.1,2011 Great Tohoku Earthquake,Japan,Mega,Very Shallow,2.818382931264449e+18,unknown,38.297,Night,Winter,0.3137931034482758,True
"M 7.3 - 120 km SE of ?funato, Japan",7.3,2011-03-09 02:45:00,5,5,unknown,0,972,us,550,0.0,17.4,mww,32.0,38.435,142.842,"?funato, Japan",Unknown,Japan,2011,3,9,2,2,1,7.3,?funato,Japan,Severe,Very Shallow,5623413251903491.0,unknown,38.435,Night,Winter,0.228125,True
"M 6.7 - 38 km W of Constitución, Chile",6.7,2011-02-14 03:40:00,5,6,unknown,0,731,us,358,0.0,33.9,mww,21.0,-35.38,-72.834,"Constitución, Chile",Unknown,Chile,2011,2,14,3,0,1,6.7,Constitución,Chile,Great,Very Shallow,707945784384140.2,unknown,35.38,Night,Winter,0.3190476190476191,True
"M 6.9 - 21 km N of Tomé, Chile",6.9,2011-02-11 20:05:00,7,7,unknown,0,988,us,382,0.0,34.7,mww,26.0,-36.422,-72.96,"Tomé, Chile",South America,Chile,2011,2,11,20,4,1,6.9,Tomé,Chile,Great,Very Shallow,1412537544622761.2,unknown,36.422,Evening,Winter,0.2653846153846154,True
"M 7.2 - 46 km WSW of Dalbandin, Pakistan",7.2,2011-01-18 20:23:00,7,7,unknown,0,1449,us,372,0.0,25.3,mww,68.0,28.777,63.951,"Dalbandin, Pakistan",Asia,Pakistan,2011,1,18,20,1,1,7.2,Dalbandin,Pakistan,Severe,Very Shallow,3981071705534985.5,unknown,28.777,Evening,Winter,0.10588235294117647,False
"M 7.0 - 118 km NNE of Tadine, New Caledonia",7.0,2011-01-13 16:16:00,2,5,unknown,0,755,us,578,0.0,13.3,mww,9.0,-20.628,168.471,"Tadine, New Caledonia",Unknown,New Caledonia,2011,1,13,16,3,1,7.0,Tadine,New Caledonia,Great,Very Shallow,1995262314968882.8,unknown,20.628,Afternoon,Winter,0.7777777777777778,True
"M 7.2 - 42 km NNW of Carahue, Chile",7.2,2011-01-02 20:20:00,8,7,unknown,0,1054,us,397,0.0,30.1,mww,24.0,-38.355,-73.326,"Carahue, Chile",South America,Chile,2011,1,2,20,6,1,7.2,Carahue,Chile,Severe,Very Shallow,3981071705534985.5,unknown,38.355,Evening,Winter,0.3,True
"M 7.3 - 141 km W of Isangel, Vanuatu",7.3,2010-12-25 13:16:00,0,5,unknown,0,820,us,409,0.0,12.0,mwc,16.0,-19.702,167.947,"Isangel, Vanuatu",Unknown,Vanuatu,2010,12,25,13,5,4,7.3,Isangel,Vanuatu,Severe,Very Shallow,5623413251903491.0,unknown,19.702,Afternoon,Fall,0.45625,True
"M 6.7 - 111 km SE of Bam, Iran",6.7,2010-12-20 18:41:00,3,7,unknown,0,708,us,279,0.0,24.3,mwc,12.0,28.412,59.18,"Bam, Iran",Asia,Iran,2010,12,20,18,0,4,6.7,Bam,Iran,Great,Very Shallow,707945784384140.2,unknown,28.412,Afternoon,Fall,0.5583333333333333,True
"M 6.6 - 52 km ENE of Kandrian, Papua New Guinea",6.6,2010-12-02 03:12:00,0,6,unknown,0,670,us,306,0.0,18.5,mwb,33.0,-6.001,149.977,"Kandrian, Papua New Guinea",Unknown,Papua New Guinea,2010,12,2,3,3,4,6.6,Kandrian,Papua New Guinea,Great,Very Shallow,501187233627271.44,unknown,6.001,Night,Fall,0.19999999999999998,True
"M 7.8 - 215 km SW of Sungai Penuh, Indonesia",7.8,2010-10-25 14:42:00,4,7,unknown,0,946,us,379,0.0,23.0,mwc,20.1,-3.487,100.082,"Sungai Penuh, Indonesia",Unknown,Indonesia,2010,10,25,14,0,4,7.8,Sungai Penuh,Indonesia,Catastrophic,Very Shallow,3.162277660168379e+16,unknown,3.487,Afternoon,Fall,0.38805970149253727,True
"M 6.7 - 97 km SSW of El Huitusi, Mexico",6.7,2010-10-21 17:53:00,5,5,unknown,0,776,us,352,0.0,50.3,mwc,13.0,24.696,-109.156,"El Huitusi, Mexico",Unknown,Mexico,2010,10,21,17,3,4,6.7,El Huitusi,Mexico,Great,Very Shallow,707945784384140.2,unknown,24.696,Afternoon,Fall,0.5153846153846154,True
"M 7.0 - Near the south coast of Papua, Indonesia",7.0,2010-09-29 17:11:00,8,5,unknown,0,772,us,271,0.0,15.1,mwc,26.0,-4.963,133.76,"Papua, Indonesia",Unknown,Indonesia,2010,9,29,17,2,3,7.0,Papua,Indonesia,Great,Very Shallow,1995262314968882.8,unknown,4.963,Afternoon,Summer,0.2692307692307692,True
"M 7.0 - 19 km NE of Methven, New Zealand",7.0,2010-09-03 16:35:00,8,8,unknown,0,1245,us,365,0.0,15.8,mwc,12.0,-43.522,171.83,"Methven, New Zealand",Unknown,New Zealand,2010,9,3,16,4,3,7.0,Methven,New Zealand,Great,Very Shallow,1995262314968882.8,unknown,43.522,Afternoon,Summer,0.5833333333333334,True
M 7.1 - Ecuador,7.1,2010-08-12 11:54:00,6,5,unknown,0,945,us,672,0.0,12.4,mwc,206.7,-1.266,-77.306,Ecuador,South America,Ecuador,2010,8,12,11,3,3,7.1,Ecuador,,Severe,Intermediate,2818382931264449.0,unknown,1.266,Morning,Summer,0.0343492985002419,False
"M 7.3 - 33 km NW of Port-Vila, Vanuatu",7.3,2010-08-10 05:23:00,7,7,unknown,0,850,us,405,0.0,20.2,mwc,25.0,-17.541,168.069,"Port-Vila, Vanuatu",Unknown,Vanuatu,2010,8,10,5,1,3,7.3,Port-Vila,Vanuatu,Severe,Very Shallow,5623413251903491.0,unknown,17.541,Night,Summer,0.292,True
"M 7.0 - 72 km ESE of Kimbe, Papua New Guinea",7.0,2010-08-04 22:01:00,4,6,unknown,0,757,us,396,0.0,12.7,mww,44.0,-5.746,150.765,"Kimbe, Papua New Guinea",Unknown,Papua New Guinea,2010,8,4,22,2,3,7.0,Kimbe,Papua New Guinea,Great,Very Shallow,1995262314968882.8,unknown,5.746,Evening,Summer,0.1590909090909091,True
"M 6.5 - 118 km ESE of Madang, Papua New Guinea",6.5,2010-08-04 07:15:00,5,4,unknown,0,659,us,403,0.0,11.1,mwc,220.0,-5.486,146.822,"Madang, Papua New Guinea",Unknown,Papua New Guinea,2010,8,4,7,2,3,6.5,Madang,Papua New Guinea,Major,Intermediate,354813389233576.06,unknown,5.486,Morning,Summer,0.029545454545454545,False
"M 7.6 - 61 km W of Bantogon, Philippines",7.6,2010-07-23 22:51:00,5,3,unknown,0,902,us,340,0.0,15.1,mwc,578.0,6.497,123.48,"Bantogon, Philippines",Unknown,Philippines,2010,7,23,22,4,3,7.6,Bantogon,Philippines,Catastrophic,Very Deep,1.5848931924611108e+16,unknown,6.497,Evening,Summer,0.01314878892733564,False
"M 7.3 - New Britain region, Papua New Guinea",7.3,2010-07-18 13:34:00,8,7,unknown,0,831,us,397,0.0,18.2,mwc,35.0,-5.931,150.59,"New Britain region, Papua New Guinea",Unknown,Papua New Guinea,2010,7,18,13,6,3,7.3,New Britain region,Papua New Guinea,Severe,Very Shallow,5623413251903491.0,unknown,5.931,Afternoon,Summer,0.20857142857142857,True
"M 6.9 - 56 km SE of Kimbe, Papua New Guinea",6.9,2010-07-18 13:04:00,4,7,unknown,0,737,us,456,0.0,15.7,mwc,28.0,-5.966,150.428,"Kimbe, Papua New Guinea",Unknown,Papua New Guinea,2010,7,18,13,6,3,6.9,Kimbe,Papua New Guinea,Great,Very Shallow,1412537544622761.2,unknown,5.966,Afternoon,Summer,0.24642857142857144,True
"M 6.6 - 30 km SSE of Cañete, Chile",6.6,2010-07-14 08:32:00,6,7,unknown,0,753,us,295,0.0,52.8,mwc,22.0,-38.067,-73.31,"Cañete, Chile",South America,Chile,2010,7,14,8,2,3,6.6,Cañete,Chile,Great,Very Shallow,501187233627271.44,unknown,38.067,Morning,Summer,0.3,True
"M 6.7 - 55 km WSW of Kirakira, Solomon Islands",6.7,2010-06-26 05:30:00,5,6,unknown,0,696,us,392,0.0,18.7,mwc,35.0,-10.627,161.447,"Kirakira, Solomon Islands",Unknown,Solomon Islands,2010,6,26,5,5,2,6.7,Kirakira,Solomon Islands,Great,Very Shallow,707945784384140.2,unknown,10.627,Night,Spring,0.19142857142857142,True
